Customer_Age,Education_Level,Income_Category,Months_on_book
40,Graduate,Less than $40K,32
48,Graduate,Unknown,38
46,College,$60K - $80K,39
45,Graduate,$60K - $80K,36
47,Uneducated,$120K +,42
40,Graduate,$40K - $60K,32
36,Uneducated,Unknown,31
41,High School,$60K - $80K,29
38,Post-Graduate,$80K - $120K,22
44,High School,$40K - $60K,25
42,Uneducated,Less than $40K,33
48,Graduate,Less than $40K,36
34,Uneducated,$120K +,13
50,Uneducated,Less than $40K,36
41,Uneducated,$80K - $120K,34
50,Graduate,$40K - $60K,38
49,High School,$120K +,42
45,Graduate,Less than $40K,25
47,High School,$60K - $80K,35
43,Graduate,$80K - $120K,33
39,Uneducated,$40K - $60K,25
36,Uneducated,$120K +,23
41,High School,Less than $40K,33
42,Graduate,$40K - $60K,34
48,Doctorate,$80K - $120K,41
46,Graduate,$80K - $120K,36
46,Uneducated,Unknown,33
46,Graduate,$40K - $60K,38
41,High School,$80K - $120K,31
41,Graduate,$60K - $80K,28
44,Graduate,$120K +,32
49,High School,$60K - $80K,39
44,College,$60K - $80K,32
49,Graduate,$60K - $80K,36
35,High School,$80K - $120K,30
45,College,$40K - $60K,39
36,College,$60K - $80K,22
42,Post-Graduate,$40K - $60K,29
46,Graduate,$120K +,30
49,Uneducated,$40K - $60K,44
50,High School,$40K - $60K,29
46,Graduate,Unknown,36
38,College,$40K - $60K,20
35,Graduate,Less than $40K,36
48,Doctorate,$60K - $80K,41
47,Graduate,$80K - $120K,43
37,College,$40K - $60K,28
48,Uneducated,Less than $40K,30
49,High School,Unknown,36
49,Post-Graduate,$60K - $80K,36
48,Graduate,Less than $40K,36
44,Uneducated,$40K - $60K,27
45,Post-Graduate,Less than $40K,36
44,Graduate,$40K - $60K,35
42,Doctorate,$80K - $120K,36
43,Graduate,$80K - $120K,36
46,Graduate,$40K - $60K,38
42,Graduate,$80K - $120K,31
39,College,$80K - $120K,31
43,Doctorate,$80K - $120K,36
48,Uneducated,Less than $40K,38
40,College,Unknown,36
48,High School,$80K - $120K,35
36,Doctorate,$40K - $60K,31
49,High School,$60K - $80K,36
40,High School,$80K - $120K,32
40,Uneducated,$120K +,36
44,Uneducated,Less than $40K,36
44,High School,$80K - $120K,38
36,College,Less than $40K,36
45,Graduate,$40K - $60K,39
44,Uneducated,Less than $40K,35
35,Doctorate,$40K - $60K,24
43,Graduate,Less than $40K,39
49,Graduate,$80K - $120K,36
46,High School,$60K - $80K,39
46,Graduate,$80K - $120K,34
48,Uneducated,$40K - $60K,34
45,High School,$60K - $80K,40
45,Graduate,$40K - $60K,37
50,High School,Less than $40K,36
40,Post-Graduate,$60K - $80K,30
38,High School,$120K +,27
36,Graduate,Less than $40K,23
50,High School,$60K - $80K,40
50,High School,$80K - $120K,38
41,High School,$80K - $120K,29
46,Graduate,$60K - $80K,36
44,High School,Unknown,33
50,Graduate,$120K +,32
45,Graduate,$80K - $120K,33
40,College,Less than $40K,36
46,Uneducated,Less than $40K,36
47,High School,$40K - $60K,40
42,Graduate,$80K - $120K,38
43,Graduate,Unknown,33
49,Graduate,Unknown,44
46,Graduate,Unknown,38
45,Graduate,$40K - $60K,36
40,Graduate,$80K - $120K,36
40,Graduate,$80K - $120K,28
49,Graduate,$40K - $60K,45
43,Graduate,Unknown,36
45,Graduate,$80K - $120K,39
38,College,$80K - $120K,26
40,Uneducated,Unknown,29
49,College,$40K - $60K,43
45,Graduate,Less than $40K,36
43,Graduate,$40K - $60K,39
50,High School,$40K - $60K,39
47,High School,Less than $40K,36
30,Post-Graduate,Less than $40K,36
41,Doctorate,$60K - $80K,30
38,Graduate,Less than $40K,34
44,High School,Less than $40K,32
50,Uneducated,$80K - $120K,39
46,College,Less than $40K,36
50,College,$80K - $120K,36
46,High School,Unknown,32
44,Uneducated,$60K - $80K,39
33,Graduate,$60K - $80K,36
40,Uneducated,$40K - $60K,28
39,Graduate,$60K - $80K,36
46,College,$60K - $80K,36
44,Graduate,$40K - $60K,40
47,Graduate,$40K - $60K,41
45,Graduate,$80K - $120K,40
42,Graduate,$60K - $80K,33
47,Graduate,$40K - $60K,36
41,Graduate,Less than $40K,36
47,Doctorate,$40K - $60K,36
42,Graduate,$40K - $60K,26
39,Graduate,Less than $40K,36
45,Graduate,Less than $40K,33
48,High School,$80K - $120K,36
46,High School,$60K - $80K,39
50,Graduate,Less than $40K,36
50,Uneducated,Less than $40K,41
39,Post-Graduate,$40K - $60K,32
45,Doctorate,Unknown,36
49,Graduate,Unknown,37
48,High School,$60K - $80K,44
43,High School,$60K - $80K,38
49,Doctorate,$80K - $120K,36
37,Uneducated,Less than $40K,36
40,Graduate,$80K - $120K,27
46,Graduate,$80K - $120K,26
50,Graduate,Less than $40K,36
50,High School,$80K - $120K,40
44,Uneducated,Unknown,38
48,Graduate,$40K - $60K,43
49,High School,Less than $40K,45
45,Graduate,$40K - $60K,37
50,Graduate,Unknown,41
46,Graduate,Less than $40K,42
46,College,$60K - $80K,34
47,Uneducated,Less than $40K,27
47,High School,$40K - $60K,31
39,Graduate,Less than $40K,36
40,Graduate,$40K - $60K,36
45,Uneducated,Less than $40K,36
37,Doctorate,$80K - $120K,36
42,Graduate,$60K - $80K,27
42,High School,$80K - $120K,36
46,High School,$120K +,26
28,High School,Less than $40K,36
47,Graduate,$40K - $60K,31
49,Uneducated,Less than $40K,34
48,Graduate,$60K - $80K,37
43,Graduate,Less than $40K,35
48,High School,$60K - $80K,41
47,Doctorate,$40K - $60K,40
50,Graduate,$80K - $120K,38
47,Graduate,Less than $40K,36
48,High School,Less than $40K,36
40,Graduate,$60K - $80K,27
41,Graduate,$80K - $120K,26
43,High School,Less than $40K,37
42,Graduate,$60K - $80K,31
39,Graduate,$120K +,36
50,Doctorate,$40K - $60K,36
50,Uneducated,$80K - $120K,38
50,College,$120K +,36
47,Doctorate,Less than $40K,36
42,High School,Less than $40K,33
42,Graduate,$60K - $80K,33
45,Graduate,$80K - $120K,36
50,Doctorate,$60K - $80K,33
45,College,$80K - $120K,33
47,High School,$80K - $120K,37
38,Graduate,$120K +,36
45,Graduate,Less than $40K,38
43,Graduate,Unknown,34
47,Graduate,Unknown,34
42,Graduate,Less than $40K,35
48,Post-Graduate,Less than $40K,40
44,Post-Graduate,$40K - $60K,36
40,High School,Less than $40K,34
50,Doctorate,Unknown,38
42,College,Less than $40K,31
43,Uneducated,$60K - $80K,37
44,Graduate,$60K - $80K,25
40,High School,$60K - $80K,29
46,Doctorate,$60K - $80K,39
50,Uneducated,$120K +,44
50,Graduate,$120K +,40
46,Uneducated,$60K - $80K,36
42,Graduate,Less than $40K,38
47,High School,$80K - $120K,32
39,High School,$60K - $80K,32
39,Graduate,$80K - $120K,32
45,Uneducated,$40K - $60K,36
45,Uneducated,Unknown,36
45,College,$40K - $60K,39
41,Graduate,$40K - $60K,30
39,Uneducated,$80K - $120K,30
46,College,Less than $40K,42
44,Uneducated,Unknown,36
40,Graduate,$40K - $60K,33
42,High School,$60K - $80K,33
45,Graduate,$80K - $120K,34
44,Uneducated,$40K - $60K,33
45,Graduate,$60K - $80K,36
33,Graduate,Less than $40K,24
46,Graduate,$80K - $120K,38
41,Graduate,Less than $40K,36
42,Graduate,Less than $40K,36
45,Post-Graduate,$80K - $120K,39
45,Graduate,Less than $40K,33
36,College,$120K +,36
39,Graduate,Less than $40K,24
50,Graduate,$80K - $120K,30
43,Post-Graduate,$60K - $80K,33
49,High School,$40K - $60K,39
44,Uneducated,$80K - $120K,39
44,High School,$60K - $80K,36
47,Graduate,Unknown,36
49,High School,Less than $40K,45
45,Graduate,$40K - $60K,35
35,Graduate,$40K - $60K,16
49,Graduate,$80K - $120K,36
45,Graduate,Less than $40K,37
50,High School,$60K - $80K,40
44,High School,Less than $40K,31
47,Doctorate,Less than $40K,28
46,High School,$40K - $60K,32
40,Graduate,Less than $40K,34
47,Uneducated,$40K - $60K,39
46,High School,$60K - $80K,41
49,Post-Graduate,$60K - $80K,35
50,Uneducated,Less than $40K,33
40,Graduate,$80K - $120K,31
41,Graduate,$40K - $60K,32
32,College,$80K - $120K,36
47,Uneducated,Unknown,36
39,Doctorate,$60K - $80K,27
45,Graduate,$60K - $80K,41
43,High School,Less than $40K,38
47,High School,$80K - $120K,29
37,Uneducated,$40K - $60K,36
44,College,$40K - $60K,36
41,Graduate,$40K - $60K,29
39,Post-Graduate,$60K - $80K,36
40,Uneducated,$120K +,34
46,High School,$120K +,34
50,Graduate,$40K - $60K,33
32,College,Less than $40K,36
43,High School,$80K - $120K,34
47,High School,Less than $40K,33
43,Graduate,Less than $40K,29
46,Doctorate,$120K +,38
47,Graduate,Less than $40K,42
48,Graduate,Less than $40K,43
44,College,$40K - $60K,24
40,High School,$80K - $120K,32
46,Post-Graduate,Less than $40K,41
43,College,Less than $40K,32
42,Graduate,Less than $40K,37
43,Graduate,Less than $40K,29
40,High School,$60K - $80K,27
40,Doctorate,$40K - $60K,36
47,Graduate,$80K - $120K,36
26,High School,Unknown,13
50,Graduate,Less than $40K,38
37,College,Less than $40K,36
49,Graduate,$40K - $60K,38
37,Uneducated,$80K - $120K,30
44,Graduate,$120K +,36
43,Uneducated,$60K - $80K,37
44,High School,Unknown,38
49,Graduate,Less than $40K,36
48,Post-Graduate,$40K - $60K,36
41,High School,Less than $40K,28
41,High School,Less than $40K,36
37,Uneducated,Less than $40K,29
50,College,Unknown,39
47,Uneducated,$40K - $60K,36
40,Graduate,$60K - $80K,36
45,High School,$80K - $120K,26
29,Post-Graduate,Unknown,36
44,High School,$80K - $120K,29
41,Doctorate,$80K - $120K,32
39,College,Less than $40K,27
39,High School,$80K - $120K,30
44,High School,$80K - $120K,36
50,Uneducated,$40K - $60K,40
50,Uneducated,$60K - $80K,40
43,High School,$40K - $60K,35
38,High School,Unknown,36
49,Uneducated,Unknown,36
47,Uneducated,Less than $40K,36
47,Uneducated,$80K - $120K,36
47,Uneducated,Less than $40K,38
35,College,$80K - $120K,16
42,High School,$80K - $120K,29
35,Graduate,Less than $40K,27
50,Uneducated,$80K - $120K,42
40,High School,$60K - $80K,36
45,Uneducated,$60K - $80K,39
45,Uneducated,$60K - $80K,36
43,Graduate,$80K - $120K,32
41,Post-Graduate,Less than $40K,36
38,Graduate,Unknown,24
38,Graduate,Less than $40K,32
41,Uneducated,$80K - $120K,33
46,Graduate,Less than $40K,40
46,Graduate,Unknown,34
32,High School,Unknown,22
34,High School,Less than $40K,21
45,College,Less than $40K,39
49,Uneducated,Less than $40K,38
42,Doctorate,$60K - $80K,35
38,Uneducated,$60K - $80K,31
38,Graduate,$60K - $80K,36
47,High School,$80K - $120K,40
40,High School,$80K - $120K,36
40,Graduate,$40K - $60K,31
49,High School,$60K - $80K,38
50,High School,Less than $40K,40
48,Graduate,Less than $40K,41
42,College,Unknown,34
44,Uneducated,Less than $40K,39
45,Uneducated,Less than $40K,37
48,Graduate,$40K - $60K,40
47,Post-Graduate,Unknown,36
43,Graduate,$40K - $60K,38
40,Graduate,$120K +,27
40,College,$60K - $80K,34
39,Uneducated,$40K - $60K,19
39,Graduate,$60K - $80K,36
45,Post-Graduate,Less than $40K,37
48,High School,$60K - $80K,30
38,Graduate,$60K - $80K,34
48,Graduate,Less than $40K,36
47,Graduate,$80K - $120K,31
45,Post-Graduate,Less than $40K,28
49,Uneducated,Less than $40K,39
48,Graduate,$80K - $120K,36
44,Post-Graduate,Less than $40K,40
45,Graduate,$120K +,36
49,Graduate,Less than $40K,39
38,Graduate,Unknown,27
42,Doctorate,Less than $40K,27
44,Uneducated,$80K - $120K,13
46,Graduate,Less than $40K,37
40,Graduate,Unknown,29
50,Graduate,Unknown,39
46,Uneducated,Less than $40K,38
35,High School,$40K - $60K,36
49,Graduate,$60K - $80K,37
45,Uneducated,$40K - $60K,37
39,High School,$60K - $80K,26
43,Graduate,$120K +,36
44,Graduate,Less than $40K,40
40,Graduate,Less than $40K,36
49,Uneducated,$80K - $120K,44
49,Uneducated,Unknown,39
47,Doctorate,$40K - $60K,35
44,Graduate,Unknown,39
48,Uneducated,Less than $40K,39
42,Uneducated,$80K - $120K,35
37,High School,$40K - $60K,31
46,High School,Unknown,39
35,Uneducated,Less than $40K,30
41,Doctorate,$60K - $80K,34
41,Graduate,$60K - $80K,29
43,Graduate,Less than $40K,36
44,Graduate,Less than $40K,36
46,Post-Graduate,$60K - $80K,42
44,Uneducated,Unknown,36
38,College,Less than $40K,21
50,Graduate,$60K - $80K,39
46,Graduate,Less than $40K,36
47,Graduate,$120K +,35
49,High School,$60K - $80K,34
49,Graduate,Unknown,31
47,Uneducated,$60K - $80K,42
37,High School,$60K - $80K,21
50,Doctorate,$80K - $120K,41
45,High School,Less than $40K,26
42,Post-Graduate,$40K - $60K,34
45,High School,$80K - $120K,40
41,Graduate,$60K - $80K,31
44,Uneducated,Less than $40K,36
41,College,$80K - $120K,24
43,Uneducated,Less than $40K,34
46,Uneducated,$40K - $60K,40
37,High School,Less than $40K,18
46,Graduate,Less than $40K,40
48,Graduate,$80K - $120K,37
48,High School,$40K - $60K,36
38,Doctorate,Less than $40K,31
44,Graduate,$120K +,32
50,Uneducated,$40K - $60K,36
43,Uneducated,$80K - $120K,30
47,High School,$80K - $120K,34
42,Uneducated,$80K - $120K,37
41,Uneducated,$60K - $80K,13
50,Uneducated,$40K - $60K,22
41,Post-Graduate,$40K - $60K,30
48,Graduate,Unknown,40
49,Uneducated,Less than $40K,31
41,High School,$120K +,36
37,High School,Less than $40K,26
44,Graduate,Less than $40K,36
44,College,Less than $40K,30
48,High School,Less than $40K,35
41,Graduate,$80K - $120K,31
43,Post-Graduate,Less than $40K,23
46,Uneducated,Less than $40K,38
42,High School,$40K - $60K,36
42,High School,$80K - $120K,35
47,Post-Graduate,Less than $40K,41
50,Graduate,Unknown,41
43,Graduate,Less than $40K,36
49,College,$60K - $80K,43
43,Graduate,Less than $40K,25
46,Uneducated,$60K - $80K,36
47,Graduate,Unknown,33
38,Post-Graduate,Less than $40K,26
41,High School,Less than $40K,33
48,Post-Graduate,$120K +,38
43,Graduate,$80K - $120K,30
42,College,Less than $40K,36
48,Doctorate,Less than $40K,40
40,Graduate,Less than $40K,34
47,Graduate,$60K - $80K,34
39,Graduate,$40K - $60K,32
41,High School,Unknown,32
42,Graduate,$80K - $120K,35
45,Uneducated,$80K - $120K,38
50,Uneducated,$120K +,36
44,Post-Graduate,Less than $40K,30
40,High School,$80K - $120K,36
50,Uneducated,Less than $40K,33
38,High School,$40K - $60K,25
45,Graduate,$60K - $80K,40
49,Uneducated,Less than $40K,36
43,High School,$40K - $60K,36
48,College,Less than $40K,36
47,Uneducated,$60K - $80K,36
49,College,Less than $40K,33
46,Post-Graduate,$40K - $60K,38
50,High School,Less than $40K,31
46,High School,$80K - $120K,27
42,Graduate,$60K - $80K,32
49,High School,Unknown,36
45,High School,Less than $40K,34
46,Graduate,$80K - $120K,35
47,Uneducated,Unknown,42
44,Post-Graduate,$120K +,35
50,Graduate,$60K - $80K,44
40,Uneducated,$80K - $120K,25
43,High School,Less than $40K,39
38,Graduate,Unknown,30
46,Graduate,$80K - $120K,37
44,High School,$80K - $120K,36
44,Doctorate,$80K - $120K,34
40,Post-Graduate,$60K - $80K,35
43,High School,$60K - $80K,30
47,College,$60K - $80K,35
49,Graduate,$120K +,36
42,High School,$120K +,36
45,Graduate,Unknown,38
48,Graduate,Less than $40K,35
50,High School,$40K - $60K,31
41,Uneducated,Less than $40K,36
47,Graduate,$60K - $80K,36
47,Uneducated,$60K - $80K,40
41,Graduate,$40K - $60K,29
38,Graduate,$40K - $60K,31
41,Graduate,Less than $40K,36
40,College,$80K - $120K,36
43,Graduate,Less than $40K,35
36,College,Less than $40K,17
48,Post-Graduate,Less than $40K,40
41,Graduate,$40K - $60K,33
47,Graduate,$40K - $60K,29
44,High School,$80K - $120K,36
46,Graduate,Less than $40K,35
47,High School,Unknown,40
44,College,$80K - $120K,34
46,Doctorate,$80K - $120K,29
39,Graduate,$120K +,28
45,High School,Unknown,35
49,Graduate,Less than $40K,42
47,Uneducated,$120K +,37
44,College,$80K - $120K,39
41,Post-Graduate,$120K +,29
48,Graduate,Unknown,41
48,College,$80K - $120K,32
50,College,$60K - $80K,44
43,Graduate,$60K - $80K,35
45,Graduate,Unknown,41
40,Graduate,$60K - $80K,36
48,Post-Graduate,$40K - $60K,29
44,Graduate,Less than $40K,30
42,Uneducated,$60K - $80K,30
40,College,Unknown,36
50,Doctorate,Unknown,37
48,College,$40K - $60K,35
43,College,Less than $40K,31
46,Graduate,$80K - $120K,41
44,Uneducated,Less than $40K,39
45,Uneducated,Less than $40K,39
48,Graduate,$40K - $60K,43
39,Graduate,Less than $40K,36
47,High School,$60K - $80K,38
44,Uneducated,Less than $40K,36
42,High School,$60K - $80K,35
49,High School,$80K - $120K,36
38,College,$60K - $80K,25
42,Graduate,$80K - $120K,33
38,Graduate,Less than $40K,26
46,High School,$40K - $60K,41
42,Doctorate,Less than $40K,32
48,High School,$120K +,39
50,High School,$60K - $80K,32
41,Graduate,$80K - $120K,30
46,College,Less than $40K,36
49,High School,$60K - $80K,38
31,Graduate,Unknown,26
43,Graduate,Less than $40K,31
44,High School,$80K - $120K,35
44,High School,$40K - $60K,33
42,High School,$40K - $60K,37
43,Graduate,$80K - $120K,33
41,Graduate,$40K - $60K,36
45,Graduate,$60K - $80K,35
46,College,$80K - $120K,26
49,College,$80K - $120K,37
50,Graduate,$40K - $60K,40
50,High School,Less than $40K,44
27,Graduate,Less than $40K,17
37,Graduate,Less than $40K,36
42,Post-Graduate,Less than $40K,31
37,Uneducated,Less than $40K,28
49,High School,Less than $40K,42
42,Uneducated,$40K - $60K,32
48,High School,$40K - $60K,42
49,High School,$80K - $120K,37
38,College,$40K - $60K,19
50,High School,$40K - $60K,39
50,College,$40K - $60K,36
46,College,$80K - $120K,38
43,High School,$60K - $80K,36
42,Graduate,$120K +,24
45,High School,$40K - $60K,36
50,Post-Graduate,Unknown,41
50,Graduate,$60K - $80K,42
45,Graduate,Unknown,36
45,High School,$40K - $60K,31
39,Graduate,Less than $40K,28
45,High School,Less than $40K,27
33,Graduate,Less than $40K,21
40,Graduate,$40K - $60K,36
48,High School,$40K - $60K,39
50,Graduate,$60K - $80K,38
50,Graduate,$40K - $60K,37
45,Graduate,$60K - $80K,35
45,Doctorate,Less than $40K,36
50,Post-Graduate,Less than $40K,39
50,Uneducated,$40K - $60K,36
46,Uneducated,Less than $40K,36
40,Uneducated,$120K +,24
50,Graduate,Unknown,43
45,College,$120K +,32
40,Graduate,$40K - $60K,20
36,Uneducated,$40K - $60K,25
35,Graduate,$40K - $60K,36
47,High School,Less than $40K,35
45,College,Less than $40K,36
48,High School,$80K - $120K,32
44,College,$60K - $80K,28
38,Post-Graduate,$80K - $120K,32
43,Graduate,$60K - $80K,35
31,Graduate,Unknown,36
50,Doctorate,Less than $40K,39
45,High School,Unknown,37
45,High School,$60K - $80K,37
47,High School,$80K - $120K,37
49,Graduate,$80K - $120K,36
43,Uneducated,Less than $40K,30
43,Graduate,$60K - $80K,31
48,Doctorate,$80K - $120K,40
42,Doctorate,Less than $40K,18
50,High School,$60K - $80K,43
45,Graduate,Less than $40K,34
49,High School,$60K - $80K,40
46,Uneducated,Less than $40K,36
49,Doctorate,Less than $40K,29
48,High School,$40K - $60K,40
50,Uneducated,$60K - $80K,46
50,Post-Graduate,$40K - $60K,36
45,College,$80K - $120K,36
50,Graduate,Less than $40K,38
42,High School,$40K - $60K,37
37,College,$80K - $120K,36
43,Graduate,$80K - $120K,36
46,College,$60K - $80K,41
46,High School,Less than $40K,37
50,College,Unknown,37
48,Doctorate,$60K - $80K,36
50,High School,Less than $40K,45
46,High School,$80K - $120K,37
49,Graduate,$120K +,36
49,Graduate,$60K - $80K,39
40,Doctorate,Unknown,24
45,High School,Unknown,35
44,Doctorate,Less than $40K,36
41,Uneducated,Less than $40K,33
47,College,Less than $40K,36
38,Graduate,$80K - $120K,36
41,High School,Less than $40K,28
40,Graduate,$60K - $80K,29
45,Post-Graduate,Unknown,38
48,Graduate,$40K - $60K,41
49,High School,Unknown,36
50,Graduate,Unknown,41
40,Graduate,Less than $40K,29
44,Graduate,Less than $40K,25
49,Uneducated,Unknown,36
49,College,Less than $40K,41
42,Graduate,$60K - $80K,30
50,High School,$120K +,37
42,Graduate,$80K - $120K,34
41,College,Unknown,36
48,Graduate,$120K +,39
47,College,$80K - $120K,33
46,High School,$80K - $120K,38
41,High School,$60K - $80K,33
43,Graduate,$40K - $60K,28
45,Graduate,Less than $40K,40
49,Uneducated,$60K - $80K,34
46,Graduate,$80K - $120K,36
45,Graduate,Less than $40K,28
43,High School,Unknown,35
49,High School,$80K - $120K,36
33,Graduate,Less than $40K,13
40,Uneducated,Less than $40K,28
44,Post-Graduate,Less than $40K,31
38,Uneducated,Less than $40K,26
50,High School,Unknown,39
48,College,$60K - $80K,39
48,Uneducated,$40K - $60K,36
50,Graduate,Less than $40K,41
46,Post-Graduate,$120K +,36
50,Graduate,Less than $40K,36
47,Uneducated,$80K - $120K,40
47,Graduate,Less than $40K,42
44,Graduate,Less than $40K,31
35,High School,Less than $40K,26
50,College,$80K - $120K,44
43,High School,$80K - $120K,36
43,Doctorate,Unknown,33
49,Uneducated,$60K - $80K,41
45,Graduate,Unknown,36
49,Uneducated,Less than $40K,44
49,High School,$80K - $120K,40
46,High School,$40K - $60K,33
49,Uneducated,$120K +,37
36,High School,Less than $40K,31
45,Uneducated,Less than $40K,40
49,High School,$80K - $120K,37
43,Graduate,$60K - $80K,34
50,Uneducated,$60K - $80K,45
46,High School,$120K +,37
45,High School,Less than $40K,40
50,High School,Unknown,42
33,Graduate,$60K - $80K,27
40,High School,$60K - $80K,25
49,College,Less than $40K,29
29,Graduate,Unknown,36
45,Doctorate,Less than $40K,33
40,Graduate,Less than $40K,27
42,College,$40K - $60K,36
45,High School,Less than $40K,36
47,Graduate,Less than $40K,36
47,College,$40K - $60K,35
43,Graduate,$120K +,36
43,Post-Graduate,$60K - $80K,38
48,Graduate,Less than $40K,36
38,Doctorate,Unknown,32
44,Graduate,Unknown,36
50,Uneducated,$120K +,36
41,Graduate,$60K - $80K,30
43,Graduate,$80K - $120K,30
45,Graduate,Unknown,36
48,High School,$60K - $80K,39
46,Doctorate,Unknown,26
38,Graduate,Less than $40K,29
47,Graduate,Unknown,33
33,Graduate,Unknown,15
46,Uneducated,Unknown,36
40,High School,$40K - $60K,28
49,High School,$80K - $120K,32
40,Post-Graduate,Less than $40K,36
43,College,$40K - $60K,33
48,Graduate,$80K - $120K,41
50,Graduate,$120K +,38
48,High School,$80K - $120K,36
46,Graduate,Unknown,39
46,Graduate,$60K - $80K,37
46,High School,Less than $40K,38
42,Graduate,Less than $40K,28
49,Graduate,Unknown,39
44,Uneducated,Less than $40K,37
46,Uneducated,$60K - $80K,36
45,Graduate,Less than $40K,34
37,High School,$80K - $120K,28
45,Graduate,Less than $40K,40
47,Graduate,$120K +,41
42,College,Unknown,32
46,Graduate,Less than $40K,36
35,Graduate,$80K - $120K,24
37,Graduate,$80K - $120K,24
43,Graduate,$120K +,31
43,Graduate,$60K - $80K,31
46,High School,$40K - $60K,36
40,Uneducated,Unknown,36
49,Uneducated,$80K - $120K,37
44,Graduate,$80K - $120K,33
46,Graduate,$40K - $60K,36
43,High School,Less than $40K,36
28,Graduate,Less than $40K,36
49,Uneducated,$40K - $60K,40
48,Graduate,Unknown,41
42,High School,Less than $40K,36
43,Graduate,Less than $40K,38
48,Post-Graduate,$60K - $80K,35
37,High School,Unknown,36
40,Uneducated,Less than $40K,29
44,Graduate,$60K - $80K,36
47,Graduate,Less than $40K,36
48,Uneducated,$80K - $120K,43
46,Graduate,$60K - $80K,40
33,High School,$40K - $60K,28
47,High School,Less than $40K,34
48,Uneducated,$80K - $120K,42
41,Uneducated,$60K - $80K,36
39,Doctorate,$60K - $80K,33
46,Uneducated,$40K - $60K,36
49,Graduate,Less than $40K,44
46,Doctorate,$80K - $120K,38
46,Graduate,Less than $40K,35
48,High School,Less than $40K,38
37,Graduate,$40K - $60K,28
42,High School,Less than $40K,31
48,Graduate,Less than $40K,35
40,High School,$120K +,27
39,Uneducated,$40K - $60K,34
42,Graduate,$40K - $60K,36
41,High School,$40K - $60K,37
49,High School,$40K - $60K,33
29,High School,Less than $40K,20
48,High School,Less than $40K,37
36,Uneducated,Unknown,23
45,High School,$60K - $80K,27
41,Graduate,$80K - $120K,37
45,Graduate,$80K - $120K,36
40,Graduate,$40K - $60K,32
48,Graduate,Less than $40K,44
43,Uneducated,Less than $40K,39
38,Uneducated,$40K - $60K,30
49,College,Less than $40K,41
39,College,Less than $40K,30
50,Uneducated,Unknown,41
38,High School,Less than $40K,28
42,Graduate,Less than $40K,18
50,High School,Less than $40K,36
45,High School,$40K - $60K,33
37,High School,$40K - $60K,30
42,Uneducated,$60K - $80K,30
43,Uneducated,Less than $40K,39
40,Graduate,$80K - $120K,31
43,Uneducated,Unknown,38
42,Uneducated,Less than $40K,35
39,Graduate,$40K - $60K,36
47,Post-Graduate,$40K - $60K,36
49,Doctorate,Less than $40K,37
46,College,Less than $40K,36
38,High School,Less than $40K,31
43,Graduate,Less than $40K,35
45,Graduate,Less than $40K,25
43,Graduate,$60K - $80K,24
44,Uneducated,Unknown,31
50,Uneducated,Less than $40K,37
31,High School,Less than $40K,13
50,High School,$40K - $60K,36
38,Graduate,Less than $40K,30
49,Uneducated,$60K - $80K,43
37,Uneducated,$80K - $120K,36
47,Graduate,Less than $40K,39
47,Graduate,$40K - $60K,42
46,High School,Unknown,36
43,College,$120K +,37
32,Uneducated,Less than $40K,23
48,High School,$60K - $80K,37
49,High School,$120K +,44
49,Graduate,$80K - $120K,36
35,Graduate,Less than $40K,23
48,Post-Graduate,Unknown,36
49,Graduate,Unknown,40
43,Uneducated,Less than $40K,36
43,High School,Less than $40K,37
34,Graduate,Unknown,13
49,Post-Graduate,$80K - $120K,36
39,Graduate,Less than $40K,36
37,Uneducated,$40K - $60K,36
40,Graduate,Less than $40K,33
46,Uneducated,$80K - $120K,28
40,Uneducated,Unknown,32
49,Uneducated,Less than $40K,38
42,Post-Graduate,$60K - $80K,26
48,Doctorate,$40K - $60K,42
45,Doctorate,$80K - $120K,36
47,Graduate,$60K - $80K,36
44,Uneducated,Less than $40K,36
43,Graduate,$80K - $120K,33
35,Doctorate,$40K - $60K,27
49,High School,$40K - $60K,38
44,Graduate,$80K - $120K,25
48,Graduate,Unknown,36
42,High School,$120K +,30
39,Graduate,Less than $40K,26
44,Graduate,$60K - $80K,37
46,College,$80K - $120K,38
50,College,$60K - $80K,37
43,College,$60K - $80K,33
45,Uneducated,Less than $40K,30
39,Graduate,Less than $40K,31
45,High School,Less than $40K,29
49,College,Less than $40K,35
46,Graduate,Less than $40K,37
42,Graduate,Less than $40K,36
45,Graduate,$80K - $120K,28
49,Graduate,Less than $40K,36
47,Graduate,Less than $40K,42
48,College,Less than $40K,36
46,College,$80K - $120K,41
50,High School,Less than $40K,36
46,Graduate,$40K - $60K,39
39,Uneducated,Less than $40K,35
50,Graduate,Less than $40K,35
50,College,$80K - $120K,37
45,High School,$60K - $80K,36
42,College,$80K - $120K,36
50,High School,Less than $40K,43
50,Graduate,Less than $40K,36
48,Post-Graduate,Less than $40K,31
43,High School,$120K +,36
37,High School,Less than $40K,23
45,High School,$80K - $120K,34
44,High School,Less than $40K,36
42,Graduate,$40K - $60K,28
44,Graduate,$60K - $80K,36
39,Graduate,$60K - $80K,23
44,College,$60K - $80K,27
30,Uneducated,Unknown,24
47,Graduate,Unknown,37
47,Graduate,$80K - $120K,42
49,Post-Graduate,Less than $40K,35
42,Graduate,$40K - $60K,31
44,High School,$40K - $60K,37
